,Title,Opinion,Place,Gender,Age,Country,Date,Label,Lang
2328,romantico,el lugar esta super concurrido sin embargo vale la pena visitarlo y escuchar la historia de la doncella y el minero,Callejón del Beso,Female,33,México,11/06/2013,1,es
2105,momento agradable,al encontrarse en el centro de la ciudad es un buen lugar para ir a comer totalmente rodeado de restaurantes tendras mucho de donde elegir buen lugar para pasar con amigos o pareja musica en vivo alrededor del jardin,Jardín de la Unión,Male,-1,México,16/09/2016,1,es
3513,excelente lugar,por fuera lo ves como un museo equis pero entras y te das cuenta que es grande y lleno de historia obviamente de diego rivera al principio esta la casa de diego donde el nacio es de  pisos todos llenos de pinturas tienen un espacio para exposiciones ajenas a diego y son muy buenas realmente lo recomiendo el precio fue de  mexicanos por persona,Casa de Diego Rivera,Female,-1,México,09/07/2015,1,es
249,nada interesante,el monumento esta bien pero cuando subes super sucio y el museo consta de  replicas del pipila,Monumento Pípila,Female,29,México,27/04/2012,0,es
3837,museo muy interesante,el museo es muy bueno los murales de las escaleras valen la pena tuve mala suerte con los banos porque estaban sucios y sin agua,Alhóndiga,Female,55,México,11/07/2012,1,es
4330,callejoneadas,es el ultimo atractivo por lo general en las callejoneadas por lo mismo se llena horriblemente es un callejon con una leyenda muy hermosa cuenta la leyenda que si le das un beso a tu pareja en el er escalon su amor durara mucho tiempo,Callejón del Beso,Female,29,México,21/08/2017,1,es
1054,vista panoramica,es un punto obligado para conocer la ciudad y ver en todo esplendor la ciudad de guanajuato los fines de semana es dificil encontrar estacionamiento y poder subir por dentro del monumento,Monumento Pípila,Female,61,México,10/03/2017,1,es
291,negocio,no me gusta que se promociona exageradamente este museo cuando hay otros mas interesantes deberian mostrar las momias desde un punto de vista cientifico y no de morbo,Museo de las Momias,Female,29,México,18/05/2013,0,es
2129,no puedes dejar de visitarlo,es un museo donde puedes aprender quienes y por que motivo los monerales transformaron a las personas en momias pero no a todas es muy interesante la historia el ambiente que se siente al entrar a este lugar es un lugar lleno de historia,Museo de las Momias,Male,26,México,25/02/2017,1,es
3190,imperdible,la casa natal del pintor se pueden encontrar obras suyas de diferentes etapas creativas tiene ademas excelentes exposiciones temporales de artistas contemporaneos,Casa de Diego Rivera,N/I,-1,México,2017,1,es
134,solo porque es casi obligacion,es la segunda vez que lo visite fue porque iba con mi familia y lo querian conocer pero museisticamente no ofrece nada interesante fila de una hora y recorrido de  minutos ademas caro,Museo de las Momias,Male,17,México,02/04/2016,0,es
3934,hay que visitarlo,un sitio muy bien cuidado que ofrece exposiciones permanentes que ilustran a los visitantes sobre hechos historicos clave de la independencia de mexico,Alhóndiga,Female,34,México,17/08/2015,1,es
3676,alla donde se cruzan los caminos,la orografia de la ciudad de gunajuato dio lugar a estos callejones que con caminos irregulares dan lugar a muy atractivos espacios para caminar y descubrir plazuelas con atractivos inigualables entre ellos este callejon que deja tan poco espacio entre las construcciones que fue suficiente para contar una gran historia,Callejón del Beso,Male,30,México,29/12/2015,1,es
2673,el lugar,"el lugar por excelencia para pasear en guanajuato tanto para los locales como para los turistas siempre ofrece un espacio muy agradable para caminar escuchar la
musica en vivo o simplemente descansar en una banca todo el sabor de guanajuato esta presente ademas con la excelente vista del teatro juarez y el monumento al pipila indispensable visitarlo",Jardín de la Unión,Female,50,México,26/07/2016,1,es
795,muy interesante para los que gustan de la historia de mexico,tiene muchas salas muy interesantes y entretenidas es un gran placer historico estar alli si se lleva algo de tiempo me gustaron las armas antiguas,Alhóndiga,Male,23,México,23/03/2016,1,es
1877,parada obligada para los amantes de la arquitectura moderna,un teatro precioso por dentro y por fuera con mas de  anos desde su construccion y es todo un reflejo de la sociedad de su tiempo una fachada clasica un recibidor modernista un auditorio barroco con techos marroquies simplemente precioso,Teatro Juárez,Male,22,México,28/04/2017,1,es
3691,un clasico de guanajuato,si vas a guanajuato y no visitas la alhondiga es como si no hubieras ido es un museo pequeno pero interesante con piezas desde la era precolombina hasta la revolucion mexicana interesante y entretenido desde sus accesos hay vistas muy panoramicas y se logran buenos angulos para fotografiar por cierto se cobran  pesos para poder fotografiar dentro del museo obvio sin hacer uso del flash,Alhóndiga,Male,37,México,19/12/2014,1,es
1316,uno de los teatros mas bellos del mundo,el teatro juarez esta tal cual desde hace mas de  anos por dentro es un viaje en el tiempo lleno de magia si dejas volar tu imaginacion,Teatro Juárez,Male,66,México,23/08/2016,1,es
3366,no dejen de visitarla,no se pueden perder la visita a este lugar a pesar de tener muchas salas cerradas y una atencion pesima es un lugar de encuentro con la historia donde el tiempo parece haberse detenido lo visite por primera vez en  y creo que ha demeritado bastante los visitantes estan a su suerte sin ninguna guia grafica que indique la distribucion de las salas asi como su contenido,Alhóndiga,Male,40,México,26/12/2015,1,es
1367,no aceptes explicaciones,guanajuato es dificil sino imposible disfrutar sin ser asaltado por guias que realmente pueden llegar a ser agobiantes en las escaleras la universidad preciosas no pude evadir a uno que hablaba y hablaba haciendo imposible que puedas seguir y disfrutar el lugar quiza es mejor correr el riesgo de lucir descortes avanzar sin mirar a nadie y asi poder disfrutar del lugar,Universidad de Guanajuato,Male,38,México,15/11/2016,1,es
299,bonito jardin mucha fiesta por las noches en los bares,por el dia es un jardin muy tranquilo y con varios lugares para desayunar por las noches son bares y de mucha fiesta,Jardín de la Unión,Male,32,México,20/07/2016,0,es
2037,un edificio muy estudiado,imprescindible la foto en la escalinata edificio muy bien conservado con una arquitectura acorde con el uso,Universidad de Guanajuato,Male,-1,España,11/02/2018,1,es
551,ya no es lo que solia ser,con el afan de modernizar el sitio le quitaron a las momias el aura misteriosa que lo envolvia cada vez hay menos momias ademas,Museo de las Momias,Male,32,México,22/10/2012,0,es
1188,bello edificio,es un bello edificio por lo que representa para la ensenanza en guanajuato y mexico vale la pena visitarlo ya que su arquitectura es unica en mexico,Universidad de Guanajuato,Female,22,México,28/09/2015,1,es
1848,panoramico,de dia o de noche a pie o en el teleferico la vista es impresionante por  pesos mas subes a la punta del monumento aunque hay mucha gente y miras solo a traves de cristales hay de todo comida bebida recuerdos y solo esta a unas calles del resto de las atracciones definitivamente recomendable para todos,Monumento Pípila,Female,23,México,01/08/2016,1,es
259,esperaba algo mas,imagine que tendria mas informacion del la historia socio economica y politica de la alhondiga en el periodo de la independencia pero no esta muy completo y sobra de la epoca prehispanica estan un poco desperdiciadas las salas o mejorar las exposiciones,Alhóndiga,Female,-1,México,22/10/2016,0,es
1831,para conocer,me gustaba mas antes ahora lo veo ya muy modernizado y eso no se me hace tan realista ni tan tradicional,Museo de las Momias,Female,44,México,13/11/2016,1,es
433,de mal gusto,en mi opinion no me agrado nada entrar a ese lugar es tenebroso y nada bonito estar viendo muertos momificados la verdad es un lugar que nunca mas volveria a ir pero repito es un lugar que es tipico de guanajuato y mucha gente lo visita,Museo de las Momias,Female,35,México,15/08/2012,0,es
3307,punto de reunion,si vas a guanajuato seguro visitas el jardin union es tan agradable ver a los lugarenos y a los turistas convivir y disfrutar sentados en las bancas aparte en la esquina frente al teatro juarez hay un lindo rest casa valadez,Jardín de la Unión,Female,47,México,17/05/2017,1,es
4054,un poquito mas de diego,muy buen museo con obras originales de diego su historia su comienzo en el arte sus experiencias y en la casa donde nacio no dejen de visitarlo ademas esta en camino a conocer la alhondiga y el mercado hidalgo,Casa de Diego Rivera,Female,20,México,07/06/2012,1,es
645,hermosa vista feo monumento,el monumento al pipila es una enorme estatua de cantera en lo alto de la ciudad de guanajuato puede verse desde lejos y de noche resalta por su iluminacion personalmente me parece algo fea en el estilo realismo socialista que estuvo de moda en los s puedes subir por una escalera dentro de la estatua pero la vista desde ahi no es mejor que en el mirador que esta frente al monumento en realidad la gente va al pipila para disfrutar de la hermosa vista panoramica desde el mirador la ciudad de guanajuato se ve muy hermosa desde ese angulo y se pueden apreciar detalles que no se ven desde nivel de suelo por ejemplo se puede ver la enorme cupula del templo de la compania de jesus,Monumento Pípila,Male,47,México,24/06/2017,0,es
1670,visita obligada,lugar iconico de guanajuato para conocer la ciudad hay que caminar y perderse por las enredadas calles,Callejón del Beso,Female,31,México,11/02/2017,1,es
3769,pipila,el pipila es parte fundamental de nuestra historia siendo este un heroe nacional,Monumento Pípila,Female,27,México,29/03/2012,1,es
4239,visita obligada,recomendable visitarlo y de preferencia por la manana cuando no hay mucha gente para poderse tomar la foto con toda calma y darse el beso en el er escalon como dice la leyenda la ventaja es que se puede acceder a uno de los  balcones y la foto se ve aun mejor,Callejón del Beso,Female,23,Chile,25/08/2014,1,es
630,escaleras imponentes,arquitectura hermosa subir las escaleras requiere buena condicion pero vale la pena la vista de la ciudad lastima la basura en cada esquina,Universidad de Guanajuato,Male,-1,México,14/05/2017,0,es
639,experiencia normal,es un callejon comun no tiene nada de extraordinario lo unico bueno fue la tiendita de recuerdos que hay ahi se congestiona mucho y en realidad no hay nada que ver,Callejón del Beso,Female,20,México,22/10/2016,0,es
3167,muy bonito,es un museo extraordinario de la historia de la independencia de mexico aparte de nota lo bien cuidado que esta es un lugar que todo mexicano debe visitar por lo menos una vez en su vida,Alhóndiga,Male,62,México,27/09/2017,1,es
2167,imponente,situada en una ciudad magicadonde cada callecita tiene algo en que detenerseesta basilica es bellisima por dentro y por fueravale la pena una parada en sus escaleras y observar lo que sucede en sus movidas calles,Basilica Colegiata,Female,23,Perú,10/08/2016,1,es
283,visita obligada,fuiste a guanajuato y no visitaste el callejon del beso no estuviste en guanajuato visitalo pero hay lugares menos comerciales y mas bonitos,Callejón del Beso,Male,50,México,29/08/2012,0,es
3170,visita obligada,la tradicion de asistir al recorrido por el centro de la ciudad lleva sin duda implicita la visita al callejon del beso los recorridos guiados y la explicacion de la leyenda muy bien y muy organizado,Callejón del Beso,Female,59,Nicaragua,12/10/2016,1,es
3591,un teatro maravilloso,sin duda alguna un lugar obligado para visitar en guanajuato,Teatro Juárez,Male,25,México,16/05/2012,1,es
53,es un buen concepto pero no cumple con los requisitos para la apreciacion,el concepto es unico y suena divertido pero esta muy descuidado el precio esta dentro de lo regular para mi gusto falta mas infraestructura no cuenta con una atraccion desde que se ingresa el lugar parece olvidado hace falta un poco mas de vista y no hay donde sentarse a los alrededores los puestos son carisimos a comparacion de otros lugares en guanajuato,Museo de las Momias,Female,25,México,13/09/2016,0,es
2952,vista panoramica increible,llegar a este lugar te invita a encontrarte con la historia de nuestros heroes el monumento al pipila es impresionante y observarlo desde la altura es genial asi como las artesanias que venden ahi son economicas y bonitas y lo mejor desde donde te coloques la vista panoramica se ve hermosa visualizas todo guanajuato pintoresco y limpio,Monumento Pípila,Female,17,Nicaragua,10/06/2015,1,es
3502,excelente,el museo de diego rivera funciona en lo que fue su casa natal su habitaciones se han restaurado recreando sus primeros anos de vida en el lugar a lo que se le agregaron salas donde se puede apreciar una importante parte de su obra el personala es muy atento no te lo podes perder,Casa de Diego Rivera,Female,50,Argentina,29/03/2015,1,es
1497,precioso,el teatro juarez es uno de los tantos iconos de la ciudad colonial de guanajuato a pesar de tener muchos anos lo han sabido mantener y asi presentar diversos eventos culturales de renombre tambien esta abierto al publico para conocerlo cualquier dia de la semana lo cual permite conocer su historia esta precioso recomiendo la visita lo unico que por ahora considero malo es el espacio entre sillas yo butacas al momento de ver un espectaculo ya que yo soy alta  y apenas quepo,Teatro Juárez,Female,30,México,08/12/2012,1,es
3122,un lugar genial para compras,es un mercado grande donde puedes comprar gran variedad de articulos desde ropa dulces licores hasta artesanias ideal para comprar loa recuerdos de tu visita a guanajuato,Mercado Hidalgo,Male,-1,México,2018,1,es
1595,hermoso,hermoso para caminar desde un cafecito elote nieve hasta restaurants de todo tipo y con el teatro juarez de vista me gusta caminarlo de dia y de noche,Jardín de la Unión,Female,31,México,30/03/2016,1,es
765,no muy turistico,la verdad este mercado me parecio muy de uso diario de los que viven ahi no venden mucha artesania mas bien venden cachureos hechos en china tambien hay comida y restaurantes pero no me llamaron nada la atencion,Mercado Hidalgo,Female,30,México,14/01/2016,0,es
3299,teatro juarez,espectacular bien conservado madera tallada gran acustica luz electrica espejos franceses decoracion morisca alhambra de granada influencia arabe,Teatro Juárez,Male,51,México,26/03/2016,1,es
3300,un hermoso jardin en el centro de guanajuato,el jardin de la union es un lugar de encuentro muy bello rodeado de restaurantes y hoteles de buena calidad con un agradable ambiente por las noches en que hay varios grupos que ofrecen musica mexicana y las tradicionales estudiantinas,Jardín de la Unión,Female,77,Perú,27/04/2016,1,es
3562,majestuosa,realmente este edificio de la universidad es majestuoso es una visita obligada si se visita guanajuato,Universidad de Guanajuato,Female,19,México,02/01/2016,1,es
4046,hermosa vista del pueblo de guanajuato,desde ahi se puede ver el colorido del pueblo de guanajuato sus callejones el teatro juarez que esta muy cerca,Monumento Pípila,Female,56,México,11/07/2015,1,es
1761,mudo testigo de los hacendados y sufrimientos indigenas,se edifico para guardar los granos de las haciendas y protegerlos de las pillerias era a base de la explotacion de los indigenas que trabajaban por el pago en tiendas de raya luego la produccion les daban una miseria y resguradaban lo demas en esta bodega para uso y comercializacion de los hacendados,Alhóndiga,Male,46,México,29/10/2015,1,es
155,remodelado,fue una buena visita aunque a mi parecer deberian ampliar el numero de salas para que se puedan apreciar mejor los detalles,Museo de las Momias,Female,-1,México,06/01/2016,0,es
2696,hermosa vista de la ciudad,creo que todo me gusto esta bonita la ciudad aunque habia mucha gente por la temporada pudimos pasear perfectamente,Monumento Pípila,Female,41,México,21/05/2012,1,es
1522,divertido,es un lugar que sorprende por su orden y limpieza en un contexto que normalmente es de desorden encuentras muchas cosas alli incluyendo comida por montones asi como en todo mexico y por todas partes es interesante y rapido de visitar,Mercado Hidalgo,Male,29,Colombia,28/06/2016,1,es
967,genial,no se lo deben perder interesante hicimos dos horas de fila en sabado santo pero valio la pena todo super,Museo de las Momias,Female,32,México,01/04/2018,1,es
2039,la vista,cuando fuimos con mis amigos la verdad nos costo un poco de trabajo encontrar como llegar y nos llevamos una multa pero la vista es espectacular,Monumento Pípila,Male,29,México,28/04/2016,1,es
1326,animado,me encanta muy bonito arquitectura bella afuera en la escalinata se ponen unos payasos que son sensacionales,Teatro Juárez,Female,49,México,24/06/2017,1,es
2101,excelente servicio,todos los museos estan bien organizados realmente tienen una coordinacion de sus recorridos guiados en cualquiera de ellos se disfruta de la misterioso del lugar y las momias con su galeria en verdad recomiendo esta fabulosa ciudad,Teatro Juárez,Male,42,México,19/11/2013,1,es
882,majestuoso,teatro juarez es un edificio significativo es punto de referencia para los habitantes de la ciudad y tambien para los visitantes los fines de semana encuentras diversion familiar bellisima construccion,Teatro Juárez,Female,39,Chile,28/04/2014,1,es
2750,increible,muy buena vista la mejor vista de todo guanajuato es hermoso y el lugar esta conservado increible me encanto espero volver pronto muy agradable el ambiente,Monumento Pípila,Female,23,Perú,14/12/2013,1,es
1879,comida muy rica,me impresiono mucho el hecho de ver que habia mucha variedad de comida y a excelente precio me gusto mucho y es una opcion muy buena para comer bien y sanamente,Mercado Hidalgo,Male,51,México,28/09/2016,1,es
2384,santuario para visitar,es un templo sencillo pero bonito santuario y casa de la imagen de la virgen de guanajuato patrona de la ciudad la imagen es hermosa y digna de ser visitada tanto por devotos como aquellos que solo gustan de admirar el arte sacro en mayo son las peregrinaciones en honor a la virgen dignas de disfrutar tradicion ancestral en la ciudad,Basilica Colegiata,Male,40,México,30/05/2017,1,es
1836,estudiantina,que agradable paseo cantar recorrer y apreciar las calles rincones y balcones de guanajuato ambiente sano y familiar  eso si te recomiendo zapatos comodos una ciudad que todos debemos conocer,Callejón del Beso,Female,63,México,20/05/2017,1,es
2426,hermoso edificio impresionante escalinata,muy bonito edificio todos hemos visto fotos de su larga escalera no hay mucho que hacer aqui mas que subir y bajar la escalera pero en el edificio de al lado tambien de la u de guanajuato esta el interesante museo de historia natural alfredo duges que bien merece una visita,Universidad de Guanajuato,Male,30,México,30/05/2017,1,es
3648,bellisima universidad,sin duda una joya arquitectonica subir sus escalinatas y la vista es imperdible centrico bello y sin duda uno de los tantos edificios que hacen de guanajuato patrimonio de la humanidad he visitado aprox  veces la ciudad de guanajuato y no me canso de hacerlo,Universidad de Guanajuato,Male,68,México,23/01/2018,1,es
4107,impresionante bello,banos demasiado viejos y los asientos incomodos pero la belleza de su arquitectura compensa estos pequenos inconvenientes obligatorio visitarlo cuando tus pasos te lleven por estos lares,Teatro Juárez,Female,35,México,10/08/2014,1,es
2420,se recomienda visitarlo mas de una vez,se necesita mas de una visita para observar cada detalle dentro del inmueble asi como para escuchar las diferentes historias de lo que paso dentro de ese recinto,Teatro Juárez,Male,21,México,04/09/2012,1,es
1565,muy buena vista,la visita al pipila es casi obligatoria al visitar guanajuato tiene una magnifica vista de la ciudad y si es cuando se esta poniendo el sol mucho mejor el unico pero es que hay mucho ambulante que te acosa,Monumento Pípila,Male,38,México,09/05/2016,1,es
1014,vale la pena ir a las fondas,si quieres comer rico y barato entra a las fondas en el mercado hidalgo tienen de todo desayuno comida y cena y basicamente todos los antojitos de la comida mexicana comi un excelente caldo de res y mi mama unas enchiladas para chuparse los dedos estuvo tan rico que tuvimos que regresar al dia siguiente para el desayuno unos ricos chilaquiles y unas tortitas de camaron el mercado en si vende muchas chucherias pero lo que en verdad vale la pena son las fondas,Mercado Hidalgo,Female,19,Estados Unidos,22/07/2016,1,es
2154,excelente museo,bien organizado este museo ademas de obras del pintor mexicano ofrece exposiciones intinerantes de primer nivel es bien ubicado y de facil acceso,Casa de Diego Rivera,Male,-1,México,2016,1,es
3222,lugar de encuentro,lugar obligado en las visitas a guanajuato punto de encuentro cuando quedas con los amigos el ambiente durante cualquier fin de semana es igual de fiesta eterna,Jardín de la Unión,Male,27,México,04/11/2015,1,es
2716,muy buena comida a buen precio,este lugar ofrece muy ricos alimentos y a muy buen precio tambien se pueden comprar recuerdos y conocer mas del guanajuato popular,Mercado Hidalgo,Male,24,México,27/01/2016,1,es
1376,mucha historia en ese lugar,la construccion es muy bonita y el lugar te transporta a otras epocas no me gusto que no dejen tomar fotos con flash,Teatro Juárez,Female,44,México,27/01/2014,1,es
1359,simplemente hermoso,si vienes en pareja es obligatorio visitar este sitio escuchar la leyenda de dona ana y don carlos tomarse una foto en el balcon y sobre todo darse un beso en el tercer escalon,Callejón del Beso,Female,61,México,09/05/2017,1,es
1855,no apto para todos,interesante exposicion de momias de todo tipo algunas muy raras pero valio la pena el largo recorrido para llegar a ellas y pasas el calor que pasamos,Museo de las Momias,Male,48,España,02/04/2014,1,es
252,pueden dejar de ir,es la casa donde vivio diego rivera hasta los  anos de edad sus padres rentaban ahi un cuarto la coleccion de obras son bocetos de los inicios artisticos de diego es todo un fraude pueden dejar de ir y se ahorran los  pesos,Casa de Diego Rivera,Male,56,México,28/12/2012,0,es
1834,una gran vista de la ciudad,la vista es excelente el lugar esta limpio aunque podria mejorar aun mas en el cuidado la subida debe ser por el teleferico no tiene caso pagar el viaje en taxi,Monumento Pípila,Male,43,México,02/12/2012,1,es
937,excelente,es muy bonito el museo y muestra arquitectura antigua y la actual existen muchaaaas salas de expocision y no solo de diego rivera una parte muestra la casa donde vivie diego hasta los  anos muy lindo  es algo largo pero vale la pena,Casa de Diego Rivera,Female,24,Ecuador,12/01/2014,1,es
1315,buena opcion,puedes encontrar variedad de restaurantes y esta muy cerca de las atracciones principales como el teatro juarez y la basilica ademas que es el punto de reunion para disfrutar de una hermosa callejoneada,Jardín de la Unión,Female,-1,México,29/01/2014,1,es
182,bien si es tu primera visita a guanajuato,el lugar en si no es nada especial la leyenda que te cuentan es lo que lo que le da el toque romantico mi recomendacion si quieren visitarlo y tener el tiempo suficiente para una buena foto es que eviten hacerlo en fin de semana o despues de una callejoneadas ya que se encuentra saturado y tienes que formarte en una larga fila para estar unos segundos,Museo de las Momias,Male,51,México,15/07/2017,0,es
626,vista agradable,tienes oportunidad de ver toda la ciudad y es muy bonito lo ideal es tomar un tour para que conozcas los atractivos turisticos ya que es muy complicado andar en auto,Monumento Pípila,Female,67,México,07/01/2016,0,es
2065,tetrico y muy interesante,un lugar increible y obligado si visitas guanajuato de verdad interesante y con una atmosfera tipica de su clase tenebroso pero interesante han hecho un gran esfuerzo remodelando y haciendo mejoras que la verdad han valido la pena hacen descuentos de estudiante maestros y era edad,Museo de las Momias,Female,32,México,19/11/2015,1,es
1588,conocer la historia es conocernos,todos sabemos de su importancia por el triunfo de hidalgo al inicar la independencia es una edificacion muy bonita y como museo de sitio esta muy bien equipado los domingos la entrada es gratuita y ademas de todas las colecciones de la epoca de la independencia en sus escalinatas interiores existen unos murales de un gran pintor guanajuatense chavez morado visitalo,Alhóndiga,Male,-1,México,09/04/2015,1,es
1072,interesante visita,la visitamos en domingo y el acceso es gratuito estaba algo lleno probablemente por esa razon  preguntamos si tenian algun guia con algun costo y nos comentaron que no creo que seria buena idea si los tuvieran y te contaran un poquito mas,Alhóndiga,Female,26,México,03/11/2015,1,es
3424,lindo,esteticamente bella antigua y muy bien mantenida las escaleras llevan a una hermosa vista de la ciudad,Universidad de Guanajuato,Female,28,Argentina,08/07/2014,1,es
2506,paseando,"es interesante conocer la historia del callejon del beso
narrada por un guia y tomarse la clasica fotografia",Callejón del Beso,Female,-1,México,2018,1,es
3846,tranquilidad y tipico lugar para relajarte,est un kiosko muy pintoresco y una fuente con agua y los arboles cortados en un cuadro grande que rodea todo el jardin ahi te sientas a platicar y observar las callejonadas es un lugar para conocer a los lugarenos y disfrutar junto a ellos la historia de ete guanajuato hermoso,Jardín de la Unión,Female,38,México,10/06/2015,1,es
409,filas y mas filas,un lugar emblematico para visitar sin embargo siempre esta lleno y tienes que hacer largas filas para entrar para poder ver las momias ademas que hace mucho calor falta ventilacion adecuada y que los grupos de entrada sean mas reducidos,Museo de las Momias,Female,25,México,11/11/2015,0,es
8,bonito rincon,"es un bonito lugar solo que en ocasiones hay mucha gente y 
no puedes aprovechar y tomar una buena foto",Callejón del Beso,Male,-1,N/I,2017,0,es
2402,interesante,lugar muy bien conservado excelente la limpieza es una visita obligada a los ninos les encantara,Museo de las Momias,Female,36,Argentina,06/12/2016,1,es
1254,una vista increible,el pipila es uno de esos lugares al que no puedes faltar mas alla de lo que el pipila representa en guanajuato la vista que se tiene de las ciudad es inmejorable puedes acceder a pie o bien tomar el funicular depende del cansancio pues guanajuato es subir y bajar desde aqui puedes apreciar de una manera diferente los principales edificios de la ciudad un paseo que vale la pena,Monumento Pípila,Male,43,México,23/07/2016,1,es
4409,de noche se ve hermoso,no lo visite por dentro pero por fuera me gusto mas de noche esta ubicado en el centro de la ciudad y llegas sin problemas caminando,Teatro Juárez,Female,22,México,24/07/2012,1,es
3282,es una experiencia inolvidable en especial para los menores,una experiencia sorprendente al encontrarse con restos humanos momificados ya quedan pocas momias y el lugar no es muy grande puedes tomar fotos sin flash pagando cuota extra,Museo de las Momias,Male,38,México,20/01/2016,1,es
3815,un viaje automatico al pasado,si se quiere conocer de primera persona los sitios que forman parte de la historia de mexico la alhondiga de granaditas es uno de los mas importantes su historia amenamente relatada por los guias en el sitio te transporta hacia aquella epoca en la que fue tomada por el ejercito insurgente con la leyenda de el pipila al incendiar su entrada es algo que no se pueden perder al visitar la ciudad de guanajuato gto,Alhóndiga,Male,45,México,24/02/2017,1,es
3096,la mejor vista de guanajuato desde las alturas,este sitio no es solo obligado para los que quieren conocer un poco mas acerca de la historia de este personaje sino para aquellos que visitan guanajuato por primera vez y quieran observar la belleza de la ciudad desde uno de sus puntos mas altos es de facil acceso pues puedes llegar rapidamente en auto en camion o a traves del funicular que se encuentra a espaldas del teatro juarez,Monumento Pípila,Male,38,El Salvador,09/09/2014,1,es
178,decepcionante,al oir hablar del callejon del beso y de la leyenda que lo acompana esperas mas de lo que hay que ver a mi forma de ver es mas atractivo el pequeno laberinto de calles pintorescas que hay en el propio barrio que el propio callejon donde solo hay unas escaleras estrechas y candados colgados con inscripciones de parejas,Callejón del Beso,Male,37,México,04/01/2017,0,es
750,en lo mas alto,subir por el funicular es la mejor opcion y si aun subes por dentro del monumento seguro estaras en el punto mas alto para ver todo guanajuato el vista es espectacular y es una visita obligada si vienes a guanajuato,Monumento Pípila,Female,39,Bolivia,22/05/2016,0,es
2379,lo mas emblematico,visita super obligada del callejon del beso te cobran  pesos por la mujer y otros  por el caballero siempre esta lleno y hay te gritan la leyenda y todos nos queremos sacar la foto de hecha las callejoneadas lo han a  metros del lugar es una visita obligada aunque si vas ha querer la foto tendras que formarte favor de llegar en taxi o camion no hay estacionamientos,Callejón del Beso,Male,45,México,21/11/2017,1,es
1903,hermoso,hermoso edificio de construccion contemporanea pero un estilo que le va bien a la ciudad es imponente encontrarse al pie de las escalinatas y mirar su fachada de una linda cantera blanca recomendable llegar hasta el ultimo escalon la vista aunque estrecha por algunos edificios continuos puedes llegar a contemplar una parte de lo que es gto,Universidad de Guanajuato,Male,36,México,04/02/2014,1,es
301,de paseo,la historia que te cuentan la puedes disfrutar dependiendo del guia debes de tener cuidado del guia que elijas ya que te estara pidiendo propina cada vez que te explica algo al final se vuelve un poco fastidioso,Callejón del Beso,Male,54,México,13/11/2016,0,es
4087,imperdible,el monumento al pipila es uno de los grandes atractivos de guanajuato y lo mejor es subir y bajar en el funicular apreciando la vista unica de la ciudad,Monumento Pípila,Male,33,México,04/11/2017,1,es
4408,excelente mantenimiento,es increible encontrar una basilica con siglos de antiguedad y con un mantenimiento impecable vale la pena visitarla sin duda,Basilica Colegiata,Male,35,México,21/03/2018,1,es
496,de paseo,tiene aproximadamente  cuerpos en exhibicion las tienen bien conservadas y el recorrido es muy rapido el recorrido dura alrededor de  minutos lo malo es que para tomar fotos tienes que pagar algo extra,Museo de las Momias,Male,36,Ecuador,13/11/2016,0,es
2149,interesante,hermoso edificio color gris imponente y con el estilo colonial situada en el centro de la ciudad historica,Jardín de la Unión,Male,31,Argentina,01/03/2015,1,es
2453,impresionante,si fui cuando tenia  anos saliendo de la primaria regrese en mi adolescencia pasada he vuelto a ir en edad adulta y vieras que siempre me encanta ver todos estos monumentos significativos que cuentan la historia de mi bello mexico,Monumento Pípila,Female,47,México,19/04/2012,1,es
2811,paseo con amigas,me parece muy bello el edificio realmente no puedes visitar guanajuato sin dejar de visitar este edificio sobre todo observarlo detenidamente,Universidad de Guanajuato,Female,-1,N/I,2018,1,es
2231,buen mirador,excelente mirador para apreciar la ciudad se recomienda visitarlo tambien de noche,Monumento Pípila,Male,18,México,15/03/2012,1,es
2758,grandioso,todo el significado del guanajuatense se encuentra en el jardin union un gran lugar para conocer,Jardín de la Unión,Female,32,México,14/06/2012,1,es
4058,lugar romantico,si vas a guanajuato no te puedes perder de este lugar es el lugar ideal para recordarle a tu novia lo mucho que la quieres,Callejón del Beso,Male,36,México,20/07/2015,1,es
1066,digno de visitar,un museo que sirve para admirar increibles obras recomendable para toda la familia en un lugar centrico,Casa de Diego Rivera,Male,-1,México,2018,1,es
1090,tipico,es tipico que vayas con tu pareja al callejon del beso te cuentan la leyenda y los tipos de beso que existen,Callejón del Beso,Male,18,México,06/11/2015,1,es
1804,las momias de guanajuato,es padrisimo ver las primeras tecnicas para conservar el cuerpo humano desde hace siglos,Museo de las Momias,Female,24,México,19/03/2012,1,es
3283,maravilloso,llega a conocer uno de los edificios mas importante y emblematicos de la historia de mexico no tiene precio este monumento lleno ya de por si de historia en sus muros nos brinda una coleccion de articulos con bastante valor historico desde la epoca prehispanica hasta un poco de arte contemporaneo es maravilloso visitarlo,Alhóndiga,Male,18,México,26/11/2012,1,es
432,bonito,bonito jardin en una buena zona muy limpio y me parece que esta bien cuidado aunque si le vendria bien una remodelacion sin cambiar el estilo antiguo,Jardín de la Unión,Male,17,México,15/01/2013,0,es
4057,la casa de nuestro muralista,la casa de los papas de diego rivera esta acondicionada como museo la entrada con credencial cuesta la mitad es interesante ver este lugar pues muesta algo de la historia de uno de nuestros grandes artistas,Casa de Diego Rivera,Female,49,México,24/04/2013,1,es
